City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
272,Huanan,0,CN,1605024739,93,46.22,130.52,18.48,2.71
273,Fare,100,PF,1605024740,75,-16.7,-151.02,79.34,9.95
274,Videira,86,BR,1605024741,47,-27.01,-51.15,81.07,2.44
275,Kuril'sk,93,RU,1605024742,80,45.23,147.88,36.1,12.88
276,Saint George,1,US,1605024743,74,37.1,-113.58,37.0,4.7
277,Mindelo,75,CV,1605024745,58,16.89,-24.98,86.0,18.34
278,Sorong,100,ID,1605024746,80,-0.88,131.25,82.92,8.46
279,Kokstad,99,ZA,1605024747,91,-30.55,29.42,51.76,4.99
280,Mayo,1,US,1605024748,100,38.89,-76.51,73.99,8.05
281,Bodden Town,20,KY,1605024750,70,19.28,-81.25,86.0,13.87
282,Geraldton,98,AU,1605024751,81,-28.77,114.6,53.6,4.7
283,Marawi,100,PH,1605024752,91,8.0,124.29,73.99,4.0
284,Tura,0,IN,1605024753,67,25.52,90.22,66.18,3.85
285,Beyneu,98,KZ,1605024754,62,45.32,55.2,49.71,14.25
286,Ayorou,0,NE,1605024756,12,14.73,0.92,92.5,10.87
287,Oktyabr'skiy,98,RU,1605024757,95,54.48,53.47,29.89,14.27
288,Alekseyevskaya,35,RU,1605024758,70,50.29,42.18,37.0,8.99
289,Chicago,90,US,1605024754,72,41.85,-87.65,70.0,18.34
290,Snåase,75,NO,1605024760,100,64.25,12.38,39.2,12.75
291,Pevek,80,RU,1605024761,94,69.7,170.31,18.46,8.66
292,Linjiang,0,CN,1605024763,84,41.81,126.91,30.06,2.24
293,Poya,100,NC,1605024764,74,-21.35,165.15,70.92,5.03
294,Eskişehir,0,TR,1605024766,71,39.78,30.52,53.6,9.17
295,Broken Hill,66,AU,1605024767,28,-31.95,141.43,82.4,16.11
296,Whyalla,15,AU,1605024768,59,-33.03,137.58,66.2,6.93
297,Mulanje,54,MW,1605024769,35,-16.03,35.5,84.58,4.45
298,Katsuura,20,JP,1605024770,57,35.13,140.3,52.0,11.41
299,Kaitangata,12,NZ,1605024772,87,-46.28,169.85,43.0,3.0
300,Maïné Soroa,6,NE,1605024773,18,13.21,12.02,86.74,12.33
301,Horta,75,PT,1605024736,77,38.53,-28.63,64.4,16.11
302,Palmer,1,US,1605024519,67,42.16,-72.33,69.01,4.0
303,Bethanien,0,NA,1605024776,12,-26.5,17.16,83.44,18.01
304,Pimenta Bueno,78,BR,1605024777,36,-11.67,-61.19,97.81,3.96
305,Tual,85,ID,1605024278,74,-5.67,132.75,84.15,4.92
306,Kargasok,94,RU,1605024780,97,59.06,80.86,27.97,11.65
307,Tommot,100,RU,1605024781,97,58.96,126.29,28.11,4.34
308,Birao,0,CF,1605024782,28,10.28,22.79,84.7,4.99
309,Kazygurt,13,KZ,1605024784,71,41.76,69.39,50.0,2.24
310,Kostino,100,RU,1605024785,97,58.91,53.27,27.63,5.95
311,Saint Anthony,20,US,1605024710,63,45.02,-93.22,30.99,11.41
312,Havøysund,100,NO,1605024787,78,71.0,24.66,35.6,23.04
313,Alghero,0,IT,1605024788,72,40.56,8.32,68.0,3.36
314,Waipawa,100,NZ,1605024328,87,-41.41,175.52,52.0,20.8
315,Bathsheba,75,BB,1605024791,70,13.22,-59.52,87.8,19.46
316,Kavaratti,50,IN,1605024276,72,10.57,72.64,83.7,8.34
317,Ilulissat,75,GL,1605024603,72,69.22,-51.1,17.6,11.41
318,Norton Shores,90,US,1605024559,68,43.17,-86.26,69.8,24.16
319,Teknāf,21,BD,1605024795,81,20.86,92.31,77.4,5.84
320,Thinadhoo,100,MV,1605024796,73,0.53,72.93,84.13,8.63
321,Raja,0,SS,1605024798,29,8.46,25.68,84.07,3.38
322,Aktas,0,KZ,1605024799,85,49.78,72.96,24.8,11.18
323,Wum,90,CM,1605024800,67,6.38,10.07,74.43,3.31
324,Jiexiu,0,CN,1605024801,47,37.02,111.91,51.13,3.18
325,Indian Head,1,US,1605024803,77,38.6,-77.16,73.0,9.17
326,Derzhavīnsk,88,KZ,1605024804,89,51.1,66.32,32.4,15.23
327,Gizo Government Station,94,SB,1605024805,69,-8.1,156.84,82.8,4.18
328,Baykit,99,RU,1605024806,96,61.67,96.37,25.72,4.88
329,Acapulco de Juárez,5,MX,1605024808,74,16.86,-99.89,82.4,4.07
330,San José Ojetenán,5,GT,1605024809,87,15.22,-91.97,71.01,3.96
331,Ketchikan,90,US,1605024810,93,55.34,-131.65,41.0,4.7
332,Vanimo,84,PG,1605024811,78,-2.67,141.3,79.93,1.97
333,Turukhansk,86,RU,1605024812,95,65.82,87.98,7.48,2.93
334,Tiznit Province,0,MA,1605024813,36,29.58,-9.5,73.69,7.0
335,Ziyang,0,CN,1605024815,72,29.25,117.85,51.19,4.21
336,Pulivendla,15,IN,1605024816,61,14.42,78.23,69.75,5.95
337,Hong Kong,78,HK,1605024698,73,22.29,114.16,73.0,20.96
338,Tilichiki,51,RU,1605024818,94,60.47,166.1,9.72,9.22
339,Loandjili,33,CG,1605024819,75,-4.76,11.86,80.87,8.37
340,College,90,US,1605024821,79,64.86,-147.8,24.8,2.64
341,Kamenka,100,RU,1605024822,80,51.32,42.77,36.0,14.34
342,Kahului,1,US,1605024823,64,20.89,-156.47,73.99,3.36
343,Olafsvik,59,IS,1605024824,67,64.89,-23.71,41.79,14.67
344,Homer,90,US,1605024825,86,59.64,-151.55,39.0,5.82
345,Arrondissement du Havre,75,FR,1605024827,87,49.58,0.33,55.4,6.93
346,Mānvi,0,IN,1605024828,52,15.98,77.05,68.11,7.52
347,Hvide Sande,100,DK,1605024829,81,56.0,8.13,45.0,1.99
348,San Quintín,0,MX,1605024830,49,30.48,-115.95,58.82,2.64
349,Santiago de Chuco,76,PE,1605024831,42,-8.15,-78.18,63.55,1.21
350,Melo,100,UY,1605024832,94,-32.37,-54.18,55.71,11.88
351,Novopskov,3,UA,1605024834,77,49.55,39.09,38.25,6.49
352,Padang,100,ID,1605024243,77,-0.95,100.35,78.26,4.83
353,Carutapera,91,BR,1605024836,68,-1.2,-46.02,86.25,8.7
354,Nouadhibou,0,MR,1605024837,11,20.93,-17.03,96.8,6.93
355,Zapolyarnyy,75,RU,1605024838,80,69.42,30.81,33.8,23.04
356,Mitsamiouli,93,KM,1605024839,76,-11.38,43.28,79.63,10.6
357,Luorong,0,CN,1605024841,46,24.41,109.61,59.68,7.02
358,Poum,100,NC,1605024842,75,-20.23,164.02,74.32,10.33
359,Porto-Novo,40,BJ,1605024556,70,6.5,2.6,87.8,11.41
360,Vila,46,PT,1605024844,76,42.03,-8.16,57.99,0.89
361,Huangzhai,0,CN,1605024845,39,38.08,112.66,44.6,2.24
362,Kudahuvadhoo,100,MV,1605024847,73,2.67,72.89,84.15,10.78
363,Lalgudi,20,IN,1605024848,73,10.87,78.83,77.0,5.82
364,Aykino,75,RU,1605024849,98,62.22,49.99,27.39,6.71
365,Gouré,14,NE,1605024850,23,13.98,10.27,84.99,4.0
366,Alizai,0,PK,1605024851,38,33.54,70.35,54.45,1.81
367,Eureka,90,US,1605024744,80,40.8,-124.16,46.0,9.17
368,Tromsø,0,NO,1605024847,69,69.65,18.96,33.8,12.75
369,Arrondissement de Bastia,0,FR,1605024855,77,42.67,9.33,64.4,1.12
370,Koani,75,TZ,1605024856,78,-6.13,39.28,78.8,3.36
371,Andros Town,75,BS,1605024857,79,24.7,-77.77,84.2,19.46
372,Meulaboh,96,ID,1605024337,83,4.14,96.13,78.84,4.09
373,Mount Gambier,40,AU,1605024860,53,-37.83,140.77,75.2,24.16
374,Pedernales,40,DO,1605024861,79,18.04,-71.74,86.0,6.93
375,Kochki,91,RU,1605024862,95,54.34,80.48,31.08,13.85
376,Puerto del Rosario,20,ES,1605024779,73,28.5,-13.86,71.6,13.87
377,Obregon,40,NI,1605024865,83,11.96,-85.96,80.6,4.7
378,São Félix do Xingu,99,BR,1605024866,51,-6.64,-51.99,91.33,3.87
379,Mossamedes,40,AO,1605024867,74,-15.2,12.15,78.8,14.99
380,Tebingtinggi,40,ID,1605024869,94,3.33,99.16,78.8,2.24
381,Khorixas,0,NA,1605024870,16,-20.37,14.97,88.14,21.12
382,Hirara,100,JP,1605024871,81,24.8,125.28,72.19,28.86
383,Odoyev,91,RU,1605024872,85,53.94,36.69,35.06,11.68
384,Brownsville,40,US,1605024873,69,25.9,-97.5,80.6,13.87
385,Gamba,51,GA,1605024875,77,-2.65,10.0,79.38,8.55
386,Evensk,85,RU,1605024876,85,61.95,159.23,1.89,9.06
387,Punta Cardon,47,VE,1605024877,70,11.66,-70.22,84.49,4.18
388,Cerignola,5,IT,1605024878,63,41.26,15.9,82.4,11.41
389,Idar-Oberstein,91,DE,1605024879,100,49.7,7.3,51.01,8.05
390,Diego de Almagro,0,CL,1605024628,22,-26.37,-70.05,78.96,13.24
391,Matagami,90,CA,1605024882,93,49.75,-77.63,57.2,8.05
392,Iralaya,88,HN,1605024883,78,15.0,-83.23,81.41,12.1
393,Las Palmas,20,ES,1605024884,73,28.42,-14.01,71.6,13.87
394,Chiredzi,70,ZW,1605024885,50,-21.05,31.67,84.6,11.83
395,Ishigaki,94,JP,1605024887,77,24.34,124.16,73.24,26.71
396,Nizwá,2,OM,1605024888,47,22.93,57.53,76.66,4.85
397,Kutum,37,SD,1605024813,22,14.2,24.67,77.77,7.07
398,Borås,75,SE,1605024890,87,57.72,12.94,46.0,4.7
399,Goya,17,AR,1605024651,46,-29.14,-59.26,84.52,7.56
400,Pathein,21,MM,1605024892,87,16.78,94.73,75.04,4.12
401,Tūkrah,87,LY,1605024894,78,32.53,20.58,66.24,20.62
402,Coro,87,VE,1605024895,63,11.4,-69.67,86.77,6.38
403,Cockburn Town,100,TC,1605024699,87,21.46,-71.14,79.09,32.28
404,Luanda,75,AO,1605024897,78,-8.84,13.23,82.4,12.75
405,Faya,40,SA,1605024898,72,18.39,42.45,69.8,4.7
406,Constitución,0,CL,1605024900,57,-35.33,-72.42,65.41,7.63
407,Hearst,100,CA,1605024901,93,49.68,-83.67,37.4,6.93
408,Zhigansk,100,RU,1605024902,91,66.77,123.37,-3.51,19.44
409,Kuloy,91,RU,1605024903,95,61.03,42.49,31.21,8.7
410,Port-Gentil,20,GA,1605024905,70,-0.72,8.78,86.0,12.75
411,Yichun,5,CN,1605024907,96,47.7,128.9,15.48,2.1
412,Samarai,28,PG,1605024349,83,-10.62,150.67,79.21,7.74
413,Yatou,0,CN,1605024909,64,37.15,122.38,48.81,4.14
414,Pāsighāt,0,IN,1605024911,56,28.07,95.33,68.31,3.85
415,Voloshka,96,RU,1605024912,97,61.33,40.09,31.5,9.04
416,Santa Rita,40,BR,1605024913,58,-7.11,-34.98,86.0,16.11
417,Murud,0,IN,1605024915,61,18.33,72.97,74.53,4.81
418,Half Moon Bay,1,US,1605024782,50,37.46,-122.43,46.0,3.0
419,Pringsewu,99,ID,1605024820,90,-5.36,104.97,75.0,2.62
420,Guerrero Negro,1,MX,1605024918,53,27.98,-114.06,64.17,10.22
421,Jacqueville,40,CI,1605024920,79,5.21,-4.41,84.2,9.17
422,Lubango,20,AO,1605024922,51,-14.92,13.49,82.4,9.17
423,Plettenberg Bay,69,ZA,1605024811,64,-34.05,23.37,61.41,7.31
424,Makat,13,KZ,1605024924,61,47.65,53.35,40.15,13.78
425,Rawson,2,AR,1605024647,49,-43.3,-65.1,70.7,14.38
426,Alyangula,11,AU,1605024926,88,-13.85,136.42,77.0,4.14
427,Mastic Beach,1,US,1605024928,68,40.77,-72.85,68.0,8.05
428,Bandar-e Lengeh,2,IR,1605024929,69,26.56,54.88,80.6,4.7
429,Bakhmach,8,UA,1605024930,87,51.18,32.76,38.3,7.23
430,Qaqortoq,90,GL,1605024931,92,60.72,-46.03,24.8,2.37
431,Mezhdurechensk,100,RU,1605024933,92,53.69,88.06,32.59,14.41
432,Port Hardy,90,CA,1605024934,100,50.7,-127.42,41.0,4.47
433,Amuntai,99,ID,1605024935,92,-2.42,115.25,75.06,0.58
434,Marsh Harbour,97,BS,1605024937,82,26.54,-77.06,81.07,23.76
435,Paka,80,MY,1605024938,100,4.64,103.44,77.0,2.8
436,Amalāpuram,40,IN,1605024939,65,16.58,82.02,78.8,5.82
437,Mata,0,PT,1605024940,77,40.68,-7.46,62.01,4.0
438,Garoowe,8,SO,1605024942,38,8.41,48.48,83.46,18.88
439,Kristinestad,74,FI,1605024943,83,62.27,21.38,39.27,6.4
440,Chapais,75,CA,1605024944,72,49.78,-74.85,59.0,16.11
441,Comodoro Rivadavia,0,AR,1605024945,49,-45.87,-67.5,69.8,8.05
442,Águilas,20,ES,1605024947,56,37.41,-1.58,71.6,9.17
443,Hokitika,0,NZ,1605024948,74,-42.72,170.97,47.48,5.64
444,‘Āhuimanu,40,US,1605024949,65,21.44,-157.84,78.8,6.93
445,Mogadishu,96,SO,1605024950,78,2.04,45.34,80.8,9.86
446,Aksay,0,RU,1605024952,60,47.26,39.87,42.8,4.47
447,Ust-Nera,44,RU,1605024953,78,64.57,143.2,-21.46,2.68
448,Cruzília,100,BR,1605024954,75,-21.84,-44.81,73.08,2.55
449,Ambilobe,77,MG,1605024956,71,-13.2,49.05,79.23,3.09
450,Aykhal,90,RU,1605024957,85,66.0,111.5,24.8,6.71
451,Enid,90,US,1605024958,93,36.4,-97.88,43.0,21.92
452,Biłgoraj,39,PL,1605024959,89,50.54,22.72,45.0,5.53
453,Sobolevo,99,RU,1605024960,84,54.43,31.9,36.05,8.48
454,Paso de los Toros,75,UY,1605024962,60,-32.82,-56.52,73.4,16.11
455,Paramonga,69,PE,1605024963,66,-10.67,-77.83,68.72,9.08
456,Katobu,46,ID,1605024964,82,-4.94,122.53,76.89,3.38
457,Maryborough,0,AU,1605024965,82,-25.53,152.7,64.0,3.0
458,Sabha,0,LY,1605024967,29,27.04,14.43,65.5,4.7
459,Cabedelo,40,BR,1605024968,58,-6.98,-34.83,86.0,16.11
460,Barra do Garças,0,BR,1605024969,74,-15.89,-52.26,78.8,6.51
461,Husavik,20,IS,1605024971,80,66.04,-17.34,35.6,5.82
462,Jacmel,60,HT,1605024972,73,18.23,-72.53,82.69,4.05
463,Caucaia,40,BR,1605024879,66,-3.74,-38.65,86.0,20.8
464,Noumea,0,NC,1605024925,72,-22.28,166.46,68.0,4.7
465,Sundarnagar,100,IN,1605024975,33,31.53,76.88,59.16,4.61
466,Lethem,1,GY,1605024977,45,3.38,-59.8,92.17,8.21
467,Sinnamary,88,GF,1605024978,72,5.38,-52.95,83.98,6.64
468,Celestún,48,MX,1605024979,77,20.87,-90.4,79.68,13.73
469,Sinop Province,100,TR,1605024980,88,41.77,34.87,48.56,4.38
470,Mongo,0,TD,1605024982,22,12.18,18.69,90.77,5.14
471,Aksu,0,CN,1605024983,55,41.12,80.26,39.45,2.21
472,Mountain Home,90,US,1605024985,100,43.13,-115.69,30.2,10.29
473,Bireun,100,ID,1605024986,82,5.2,96.7,79.92,3.4
474,Chennai,40,IN,1605024712,74,13.09,80.28,80.6,4.7
475,Gorlice,92,PL,1605024988,99,49.66,21.16,42.01,2.91
476,Brae,75,GB,1605024989,100,60.4,-1.35,51.8,10.29
477,Abu Dhabi,0,AE,1605024695,62,24.47,54.37,84.2,6.93
478,Bandarbeyla,2,SO,1605024992,82,9.49,50.81,77.54,12.93
479,Little Current,39,CA,1605024993,81,45.98,-81.92,62.6,6.93
480,Villa Constitución,0,AR,1605024994,34,-33.23,-60.33,84.99,1.01
481,Unión de San Antonio,40,MX,1605024996,48,21.1,-101.97,62.6,2.08
482,Falmouth,40,GB,1605024997,87,50.15,-5.07,53.6,11.41
483,Tezu,0,IN,1605024998,53,27.92,96.17,69.57,3.91
484,Raudeberg,75,NO,1605024999,81,61.99,5.14,50.0,13.87
485,Liverpool,75,GB,1605024902,82,53.41,-2.98,55.4,12.75
486,Oparino,99,RU,1605025002,96,59.85,48.28,29.55,8.34
487,Plácido de Castro,100,BR,1605025003,62,-10.34,-67.19,85.06,8.37
488,Beroroha,24,MG,1605025004,45,-21.67,45.17,85.96,14.29
489,Kon Tum,100,VN,1605025006,92,14.35,108.0,69.87,4.25
490,Tahe,75,CN,1605025007,95,52.33,124.73,15.82,1.74
491,San Patricio,75,US,1605025008,74,28.02,-97.52,81.0,11.41
492,Timrå,64,SE,1605025009,86,62.49,17.33,39.99,3.36
493,Dābhol,0,IN,1605025010,62,17.6,73.17,71.47,5.17
494,Hervey Bay,40,AU,1605025012,82,-25.3,152.85,63.0,6.93
495,Dicamay,98,PH,1605025013,95,16.76,122.0,72.91,1.7
496,Thunder Bay,75,CA,1605025014,63,48.4,-89.32,28.99,11.41
497,Nyurba,57,RU,1605024815,97,63.28,118.33,19.78,5.59
498,Beringovskiy,65,RU,1605025017,93,63.05,179.32,23.77,10.0
499,Wick,40,GB,1605025018,93,58.43,-3.08,51.8,10.29
500,Tailai,0,CN,1605025019,84,46.38,123.4,34.32,3.94
501,Misratah,0,LY,1605025020,55,32.38,15.09,69.46,11.1
502,Neyshabur,92,IR,1605025021,39,36.21,58.8,51.67,1.72
503,Fairview,1,US,1605025023,68,40.81,-74.0,70.0,9.17
504,Shumikha,100,RU,1605025024,95,55.23,63.3,29.66,8.55
505,Tari,0,NG,1605025025,17,12.41,4.49,91.8,6.51
506,Bako,1,ET,1605025026,80,5.78,36.57,66.74,3.94
507,Rehoboth,0,NA,1605025028,11,-23.32,17.08,90.48,12.24
508,Lokosovo,96,RU,1605025029,98,61.13,74.82,25.02,8.08
509,Namatanai,99,PG,1605025030,82,-3.67,152.43,78.94,2.46
510,Ambanja,75,MG,1605025031,86,-13.68,48.45,82.4,4.7
511,Saint Lawrence,20,MT,1605025032,63,36.06,14.2,66.2,6.93
512,Westport,1,US,1605025034,77,41.14,-73.36,70.0,10.29
513,Prainha,97,BR,1605025035,58,-1.8,-53.48,87.21,4.63
514,Khovd,21,MN,1605025036,71,48.01,91.64,31.75,6.49
515,Asău,100,RO,1605025037,92,46.43,26.4,41.0,2.71
516,Bar Harbor,1,US,1605025038,72,44.39,-68.2,63.0,11.41
517,West Bay,20,KY,1605025040,70,19.37,-81.42,86.0,13.87
518,Nicoya,70,CR,1605024902,100,10.15,-85.45,75.2,6.93
519,Sungai Penuh,100,ID,1605025042,90,-2.08,101.38,66.04,3.06
520,Katherine,46,AU,1605025043,55,-14.47,132.27,89.6,13.87
521,Ihosy,0,MG,1605025045,51,-22.4,46.12,78.19,11.07
522,Finschhafen,100,PG,1605025046,78,-6.6,147.87,79.3,7.61
523,Coquimbo,90,CL,1605025047,87,-29.95,-71.34,55.4,13.87
524,San Policarpo,100,PH,1605025048,87,12.18,125.51,77.9,18.7
525,Grand-Santi,39,GF,1605025050,40,4.25,-54.38,96.04,2.95
526,Bose,99,IT,1605025051,72,45.46,8.01,57.99,0.07
527,Deputatsky,34,RU,1605025052,89,69.3,139.9,-23.98,1.66
528,Pangkalanbuun,90,ID,1605025053,88,-2.68,111.62,75.76,2.3
529,Calama,0,CL,1605025055,8,-22.47,-68.93,75.2,10.29
530,Loíza,75,PR,1605025056,100,18.43,-65.88,77.0,3.36
531,Macas,0,EC,1605025057,57,-2.32,-78.12,75.2,2.24
532,Siuna,92,NI,1605025059,73,13.73,-84.78,82.81,2.57
533,Avera,90,US,1605025060,100,33.19,-82.53,73.4,8.05
534,Pemangkat,85,ID,1605025061,83,1.17,108.97,79.48,6.4
535,Teahupoo,75,PF,1605025062,83,-17.83,-149.27,75.2,2.24
536,Almaznyy,0,RU,1605025064,60,48.04,40.05,42.8,4.47
537,Outram,75,MY,1605025065,88,1.28,103.84,80.6,5.28
538,Sadovoye,0,RU,1605025066,70,47.78,44.51,39.47,8.59
539,Malanje,85,AO,1605025067,78,-9.54,16.34,73.87,4.68
540,Yakeshi,0,CN,1605025069,92,49.28,120.73,21.15,3.78
541,Cocula,90,MX,1605025070,93,20.37,-103.82,70.0,2.3
542,Kuching,20,MY,1605025071,94,1.55,110.33,77.0,3.36
543,Ukhta,100,RU,1605025072,95,63.57,53.68,27.68,8.93
544,Boromlya,18,UA,1605025073,82,50.62,34.97,38.35,6.55
545,Kalmunai,100,LK,1605025075,84,7.42,81.82,79.93,4.27
